Protein	FilterMatch	RegEx
B9V913_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V914_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V915_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V916_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V918_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V919_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V920_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V921_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V922_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V923_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V924_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V925_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V926_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V927_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V928_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V929_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V930_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V931_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V932_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V933_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V934_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V935_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V936_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V937_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V938_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V939_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V940_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V941_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V942_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V943_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V944_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V945_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V946_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V947_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V948_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V949_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V950_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V951_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V952_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V953_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V956_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V957_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V958_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V959_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V961_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V962_9PROT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V963_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V964_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V965_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V967_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V968_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9V970_9BACT	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
B9VS91_9RHIZ	Nitrite reductase	nitrite reductase
B9Z0A2_9NEIS	nitrite reductase	nitrite reductase
B9Z1K7_9NEIS	nitrite reductase	nitrite reductase
B9Z2V5_9NEIS	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C0A1D9_OCHAN	Nitrite reductase	nitrite reductase
C0ELL3_NEIFL	nitrite reductase	nitrite reductase
C0G9J7_9RHIZ	Nitrite reductase	nitrite reductase
C0GEH5_9FIRM	Nitrite reductase	nitrite reductase
C0GHF1_9FIRM	Nitrite reductase	nitrite reductase
C0GK63_9FIRM	Nitrite reductase	nitrite reductase
C0L382_9BACT	Nitrite reductase	nitrite reductase
C0L384_9BACT	Nitrite reductase	nitrite reductase
C0L385_9BACT	Nitrite reductase	nitrite reductase
C0L386_9BACT	Nitrite reductase	nitrite reductase
C0L387_9BACT	Nitrite reductase	nitrite reductase
C0L388_9BACT	Nitrite reductase	nitrite reductase
C0L389_9BACT	Nitrite reductase	nitrite reductase
C0L390_9BACT	Nitrite reductase	nitrite reductase
C0L391_9BACT	Nitrite reductase	nitrite reductase
C0LP81_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP82_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP83_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP84_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP85_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP86_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP87_9BACT	Hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP89_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP90_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP91_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP92_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP93_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP94_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP95_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0LP96_9BACT	hydrazine oxidoreductase	hydrazine oxidoreductase
C0N4M2_9GAMM	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C0N4M3_9GAMM	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C0STD4_9GAMM	nitrite reductase	nitrite reductase
C0STD5_9GAMM	nitrite reductase	nitrite reductase
C0VP78_9GAMM	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C0VP79_9GAMM	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C0VXW6_9ACTO	nitrite reductase	nitrite reductase
C0W8L4_9ACTO	nitrite reductase	nitrite reductase
C0WFP8_9CORY	nitrite reductase	nitrite reductase
C0YEE1_BURPE	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C1HYM1_NEIGO	Nitrite reductase	nitrite reductase
C1I063_NEIGO	nitrite reductase	nitrite reductase
C1JK73_9GAMM	NirS	\bNirS\b
C1JK74_9GAMM	NirS	\bNirS\b
C1JK75_9GAMM	NirS	\bNirS\b
C1JK76_9GAMM	NirS	\bNirS\b
C1JK77_9GAMM	NirS	\bNirS\b
C1JK78_9GAMM	NirS	\bNirS\b
C1JK79_HALHD	NirS	\bNirS\b
C1JK80_MARHY	NirS	\bNirS\b
C1JK81_9GAMM	NirS	\bNirS\b
C1JK82_9GAMM	NirS	\bNirS\b
C1JK83_9GAMM	NirS	\bNirS\b
C1KJ96_9BACT	nitrite reductase	nitrite reductase
C1KJ97_9BACT	nitrite reductase	nitrite reductase
C1KJ98_9BACT	nitrite reductase	nitrite reductase
C1KJ99_9BACT	nitrite reductase	nitrite reductase
C1KJA0_9BACT	nitrite reductase	nitrite reductase
C1KJA3_9BACT	nitrite reductase	nitrite reductase
C1KJA4_9BACT	nitrite reductase	nitrite reductase
C1KJA5_9BACT	nitrite reductase	nitrite reductase
C1KJA6_9BACT	nitrite reductase	nitrite reductase
C1KJA7_9BACT	nitrite reductase	nitrite reductase
C1KJA9_9BACT	nitrite reductase	nitrite reductase
C1KJB1_9BACT	nitrite reductase	nitrite reductase
C1KJB3_9BACT	nitrite reductase	nitrite reductase
C1KJB4_9BACT	nitrite reductase	nitrite reductase
C1KJB5_9BACT	nitrite reductase	nitrite reductase
C1KJB7_9BACT	nitrite reductase	nitrite reductase
C1KJB8_9BACT	nitrite reductase	nitrite reductase
C1KJB9_9BACT	nitrite reductase	nitrite reductase
C1KJC0_9BACT	nitrite reductase	nitrite reductase
C1KJC1_9BACT	nitrite reductase	nitrite reductase
C1KJC2_9BACT	nitrite reductase	nitrite reductase
C1KJC3_9BACT	nitrite reductase	nitrite reductase
C1MD45_9ENTR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C1MD46_9ENTR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C1MFJ9_9ENTR	nitrite reductase	nitrite reductase
C2BI31_9FIRM	nitrite reductase	nitrite reductase
C2CL36_CORST	nitrite reductase	nitrite reductase
C2DIN9_ECOLX	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C2LGR4_PROMI	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C2LWN0_STAHO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C2LWN1_STAHO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C2M591_CAPGI	Nitrite reductase	nitrite reductase
C2M5S8_CAPGI	Nitrite reductase	nitrite reductase
C3JKV2_RHOER	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C3JKV3_RHOER	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C3JS77_RHOER	nitrite reductase	nitrite reductase
C3QFI4_9BACE	nitrite reductase	nitrite reductase
C3QFL5_9BACE	nitrite reductase	nitrite reductase
C3QMR5_9BACE	nitrite reductase	nitrite reductase
C3S9Z3_9BACT	Nitrite reductase	nitrite reductase
C3S9Z4_9BACT	Nitrite reductase	nitrite reductase
C3S9Z5_9BACT	Nitrite reductase	nitrite reductase
C3S9Z6_9BACT	Nitrite reductase	nitrite reductase
C3S9Z7_9BACT	Nitrite reductase	nitrite reductase
C3S9Z8_9BACT	Nitrite reductase	nitrite reductase
C3S9Z9_9BACT	Nitrite reductase	nitrite reductase
C3SA00_9BACT	Nitrite reductase	nitrite reductase
C3SA01_9BACT	Nitrite reductase	nitrite reductase
C3SA02_9BACT	Nitrite reductase	nitrite reductase
C3SA03_9BACT	Nitrite reductase	nitrite reductase
C3SA04_9BACT	Nitrite reductase	nitrite reductase
C3SA05_9BACT	Nitrite reductase	nitrite reductase
C3SA06_9BACT	Nitrite reductase	nitrite reductase
C3SA07_9BACT	Nitrite reductase	nitrite reductase
C3SA08_9BACT	Nitrite reductase	nitrite reductase
C3SA09_9BACT	Nitrite reductase	nitrite reductase
C3SA10_9BACT	Nitrite reductase	nitrite reductase
C3SA11_9BACT	Nitrite reductase	nitrite reductase
C3SA12_9BACT	Nitrite reductase	nitrite reductase
C3SA13_9BACT	Nitrite reductase	nitrite reductase
C3SA14_9BACT	Nitrite reductase	nitrite reductase
C3SA15_9BACT	Nitrite reductase	nitrite reductase
C3SA16_9BACT	Nitrite reductase	nitrite reductase
C3SA19_9BACT	Nitrite reductase	nitrite reductase
C3SA20_9BACT	Nitrite reductase	nitrite reductase
C3SA22_9BACT	Nitrite reductase	nitrite reductase
C3SA23_9BACT	Nitrite reductase	nitrite reductase
C3SA24_9BACT	Nitrite reductase	nitrite reductase
C3SA25_9BACT	Nitrite reductase	nitrite reductase
C3SA26_9BACT	Nitrite reductase	nitrite reductase
C3SA27_9BACT	Nitrite reductase	nitrite reductase
C3SA28_9BACT	Nitrite reductase	nitrite reductase
C3SA29_9BACT	Nitrite reductase	nitrite reductase
C3SA30_9BACT	Nitrite reductase	nitrite reductase
C3SA31_9BACT	Nitrite reductase	nitrite reductase
C3SA32_9BACT	Nitrite reductase	nitrite reductase
C3SA33_9BACT	Nitrite reductase	nitrite reductase
C3SA34_9BACT	Nitrite reductase	nitrite reductase
C3SA35_9BACT	Nitrite reductase	nitrite reductase
C3SA36_9BACT	Nitrite reductase	nitrite reductase
C3UZ42_9BACT	nitrite reductase	nitrite reductase
C3UZ43_9BACT	nitrite reductase	nitrite reductase
C3UZ44_9BACT	nitrite reductase	nitrite reductase
C3UZ45_9BACT	nitrite reductase	nitrite reductase
C3UZ46_9BACT	nitrite reductase	nitrite reductase
C3UZ47_9BACT	nitrite reductase	nitrite reductase
C3UZ48_9BACT	nitrite reductase	nitrite reductase
C3UZ49_9BACT	nitrite reductase	nitrite reductase
C3UZ50_9BACT	nitrite reductase	nitrite reductase
C3UZ51_9BACT	nitrite reductase	nitrite reductase
C3UZ52_9BACT	nitrite reductase	nitrite reductase
C3UZ53_9BACT	nitrite reductase	nitrite reductase
C3UZ55_9BACT	nitrite reductase	nitrite reductase
C3UZ56_9BACT	nitrite reductase	nitrite reductase
C3UZ58_9BACT	nitrite reductase	nitrite reductase
C3VI44_9BACT	nitrite reductase	nitrite reductase
C3VI46_9BACT	nitrite reductase	nitrite reductase
C3VI47_9BACT	nitrite reductase	nitrite reductase
C3VI48_9BACT	nitrite reductase	nitrite reductase
C3VI50_9BACT	nitrite reductase	nitrite reductase
C3VI51_9BACT	nitrite reductase	nitrite reductase
C3VI52_9BACT	nitrite reductase	nitrite reductase
C3VI53_9BACT	nitrite reductase	nitrite reductase
C3VI54_9BACT	nitrite reductase	nitrite reductase
C3VI55_9BACT	nitrite reductase	nitrite reductase
C3VI56_9BACT	nitrite reductase	nitrite reductase
C3VI58_9BACT	nitrite reductase	nitrite reductase
C3VI62_9BACT	nitrite reductase	nitrite reductase
C3VI63_9BACT	nitrite reductase	nitrite reductase
C3VI64_9BACT	nitrite reductase	nitrite reductase
C3VI65_9BACT	nitrite reductase	nitrite reductase
C3VI66_9BACT	nitrite reductase	nitrite reductase
C3VI67_9BACT	nitrite reductase	nitrite reductase
C4EY64_HAEIF	nitrite reductase	nitrite reductase
C4F291_HAEIF	nitrite reductase	nitrite reductase
C4GN53_9NEIS	Nitrite reductase	nitrite reductase
C4NTP4_9BACT	nitrite reductase	nitrite reductase
C4NTP5_9BACT	nitrite reductase	nitrite reductase
C4NTP6_9RHIZ	nitrite reductase	nitrite reductase
C4NTP7_9BACT	nitrite reductase	nitrite reductase
C4NTP8_9BACT	nitrite reductase	nitrite reductase
C4NTP9_9RHIZ	nitrite reductase	nitrite reductase
C4NTQ0_9BACT	nitrite reductase	nitrite reductase
C4P042_9BACT	nitrite reductase	nitrite reductase
C4P043_9BACT	nitrite reductase	nitrite reductase
C4P044_9BACT	nitrite reductase	nitrite reductase
C4P045_9BACT	nitrite reductase	nitrite reductase
C4P046_9BACT	nitrite reductase	nitrite reductase
C4P047_9BACT	nitrite reductase	nitrite reductase
C4P048_9BACT	nitrite reductase	nitrite reductase
C4P049_9BACT	nitrite reductase	nitrite reductase
C4P050_9BACT	nitrite reductase	nitrite reductase
C4P051_9BACT	nitrite reductase	nitrite reductase
C4P052_9BACT	nitrite reductase	nitrite reductase
C4P053_9BACT	nitrite reductase	nitrite reductase
C4P054_9BACT	nitrite reductase	nitrite reductase
C4P055_9BACT	nitrite reductase	nitrite reductase
C4P056_9BACT	nitrite reductase	nitrite reductase
C4P057_9BACT	nitrite reductase	nitrite reductase
C4P058_9BACT	nitrite reductase	nitrite reductase
C4P059_9BACT	nitrite reductase	nitrite reductase
C4P060_9BACT	nitrite reductase	nitrite reductase
C4P061_9BACT	nitrite reductase	nitrite reductase
C4P062_9BACT	nitrite reductase	nitrite reductase
C4P063_9BACT	nitrite reductase	nitrite reductase
C4P064_9BACT	nitrite reductase	nitrite reductase
C4P065_9BACT	nitrite reductase	nitrite reductase
C4P066_9BACT	nitrite reductase	nitrite reductase
C4P067_9BACT	nitrite reductase	nitrite reductase
C4P069_9BACT	nitrite reductase	nitrite reductase
C4P071_9BACT	nitrite reductase	nitrite reductase
C4P072_9BACT	nitrite reductase	nitrite reductase
C4P073_9BACT	nitrite reductase	nitrite reductase
C4P074_9BACT	nitrite reductase	nitrite reductase
C4P075_9BACT	nitrite reductase	nitrite reductase
C4P076_9BACT	nitrite reductase	nitrite reductase
C4P077_9BACT	nitrite reductase	nitrite reductase
C4P078_9BACT	nitrite reductase	nitrite reductase
C4P080_9BACT	nitrite reductase	nitrite reductase
C4P082_9BACT	nitrite reductase	nitrite reductase
C4P084_9BACT	nitrite reductase	nitrite reductase
C4P085_9BACT	nitrite reductase	nitrite reductase
C4RAS1_9ACTO	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4RAS2_9ACTO	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4RXQ4_YERBE	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4RXQ5_YERBE	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4S6B9_YERBE	nitrite reductase	nitrite reductase
C4S8U5_YERMO	nitrite reductase	nitrite reductase
C4SCN3_YERMO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4SCN4_YERMO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4SQC6_YERFR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4SQC7_YERFR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4SU78_YERFR	nitrite reductase	nitrite reductase
C4T164_YERIN	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4T165_YERIN	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4TTP4_YERKR	nitrite reductase	nitrite reductase
C4TYA5_YERKR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4TYA6_YERKR	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4U8T5_YERAL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4U8T6_YERAL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4UH46_YERRU	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4UH47_YERRU	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4UQK7_YERRO	nitrite reductase	nitrite reductase
C4UUK3_YERRO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4UUK4_YERRO	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4V0I7_9FIRM	Nitrite reductase	nitrite reductase
C4W7X1_STAWA	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4W7X2_STAWA	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C4WFX9_9RHIZ	Nitrite reductase	nitrite reductase
C4X9Z0_KLEPN	nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5F0X3_9HELI	nitrite reductase	nitrite reductase
C5IA10_9BACT	nitrite reductase	nitrite reductase
C5IA11_9BACT	nitrite reductase	nitrite reductase
C5IA12_9BACT	nitrite reductase	nitrite reductase
C5IA13_9BACT	nitrite reductase	nitrite reductase
C5IA14_9BACT	nitrite reductase	nitrite reductase
C5IA15_9BACT	nitrite reductase	nitrite reductase
C5IA16_9BACT	nitrite reductase	nitrite reductase
C5IA17_9BACT	nitrite reductase	nitrite reductase
C5IZJ3_PSEAI	Nitrite reductase	nitrite reductase
C5JA90_9BACT	Nitrite reductase	nitrite reductase
C5JA91_9BACT	nitrite reductase	nitrite reductase
C5JA92_9BACT	nitrite reductase	nitrite reductase
C5NLF0_BURML	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5QMP5_9STAP	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5QMP7_9STAP	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5R081_STAEP	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5R082_STAEP	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5S095_9PAST	nitrite reductase	nitrite reductase
C5S1E0_9PAST	nitrite reductase	nitrite reductase
C5S3M2_9PAST	nitrite reductase	nitrite reductase
C5T7X2_ACIDE	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C5TNN5_NEIFL	Nitrite reductase	nitrite reductase
C5UW78_CLOBO	Nitrite reductase	nitrite reductase
C5UZI1_CLOBO	nitrite reductase	nitrite reductase
C6ISC3_9BACE	nitrite reductase	nitrite reductase
C6IW97_9BACL	nitrite reductase	nitrite reductase
C6IXI5_9BACL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C6IXI6_9BACL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C6J0Z5_9BACL	nitrite reductase	nitrite reductase
C6J0Z6_9BACL	nitrite reductase	nitrite reductase
C6J2G8_9BACL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C6J2G9_9BACL	Nitrite reductase [NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
C6KXN4_9BACT	Nitrite reductase	nitrite reductase
C6KXN5_9BACT	Nitrite reductase	nitrite reductase
C6KXN6_9BACT	Nitrite reductase	nitrite reductase
C6KXN7_9BACT	Nitrite reductase	nitrite reductase
C6KXN8_9BACT	Nitrite reductase	nitrite reductase
C6KXN9_9BACT	Nitrite reductase	nitrite reductase
C6KXP1_9BACT	Nitrite reductase	nitrite reductase
C6KXP2_9BACT	Nitrite reductase	nitrite reductase
C6KXP3_9BACT	Nitrite reductase	nitrite reductase
C6KXP4_9BACT	Nitrite reductase	nitrite reductase
C6KXP5_9BACT	Nitrite reductase	nitrite reductase
C6KXP6_9BACT	Nitrite reductase	nitrite reductase
C6KXP7_9BACT	Nitrite reductase	nitrite reductase
C6KXP8_9BACT	Nitrite reductase	nitrite reductase
C6KXP9_9BACT	Nitrite reductase	nitrite reductase
C6KXQ0_9BACT	Nitrite reductase	nitrite reductase
C6KXQ1_9BACT	Nitrite reductase	nitrite reductase
C6KXQ2_9BACT	Nitrite reductase	nitrite reductase
C6KXQ4_9BACT	Nitrite reductase	nitrite reductase
C6KXQ5_9BACT	Nitrite reductase	nitrite reductase
C6KXQ6_9BACT	Nitrite reductase	nitrite reductase
C6KXQ7_9BACT	Nitrite reductase	nitrite reductase
C6KXQ9_9BACT	Nitrite reductase	nitrite reductase
C6KXR2_9BACT	Nitrite reductase	nitrite reductase
C6KXR5_9BACT	Nitrite reductase	nitrite reductase
C6KXR9_9BACT	Nitrite reductase	nitrite reductase
C6KXS4_9BACT	Nitrite reductase	nitrite reductase
C6KXS5_9BACT	Nitrite reductase	nitrite reductase
C6KXS6_9BACT	Nitrite reductase	nitrite reductase
C6KXS9_9BACT	Nitrite reductase	nitrite reductase
C6KXT0_9BACT	Nitrite reductase	nitrite reductase
C6KXT4_9BACT	Nitrite reductase	nitrite reductase
C6KXT5_9BACT	Nitrite reductase	nitrite reductase
C6KXT6_9BACT	Nitrite reductase	nitrite reductase
C6KXU0_9BACT	Nitrite reductase	nitrite reductase
C6KXU1_9BACT	Nitrite reductase	nitrite reductase
C6KXU4_9BACT	Nitrite reductase	nitrite reductase
C6KXU5_9BACT	Nitrite reductase	nitrite reductase
C6KXU6_9BACT	Nitrite reductase	nitrite reductase
C6KXU9_9BACT	Nitrite reductase	nitrite reductase
C6KXV0_9BACT	Nitrite reductase	nitrite reductase
C6KXV1_9BACT	Nitrite reductase	nitrite reductase
C6KXV2_9BACT	Nitrite reductase	nitrite reductase
